user_id,associate degree,bachelor degree,master's degree,others,phd
28421,,,others,,
28422,,,,others,
28423,,others,others,others,top1000tr
28424,,top1000tr,,,
28425,,top1000tr,top1000tr,,top1000tr
28426,,top1000tr,top1000tr,others,
28427,,,,others,
28428,,others,others,others,
28430,,others,top1000tr,,
28431,,top1000tr,top1000tr,,
28432,,top50tr,top50tr,,
28433,,,others,,
28434,,,,others,
28435,,others,others,others,
28437,,top1000tr,top1000tr,,
28438,,top1000tr,top30tr,,
28439,,top30tr,top1000tr,others,
28441,,top1000tr,,,
28442,,top1000tr,others,,
28443,,top1000tr,,,
28444,,,top30tr,,
28445,,top1000tr,others,,
28446,,others,,,
28447,,top1000tr,top1000tr,,
28448,,top1000tr,,,
28449,,top1000tr,,,
28450,,top1000tr,,,
28451,,top1000tr,top1000tr,,
28452,,top1000tr,top1000tr,,top30tr
28453,,top1000tr,,,
28456,others,others,others,others,
28457,,top1000tr,top1000tr,,
28458,,top1000tr,others,others,
28459,,top1000tr,top1000tr,others,
28460,,,,others,
28461,,others,others,,
28462,,top1000tr,top1000tr,others,
28463,,top30tr,top1000tr,others,
28464,,others,others,,
28465,,others,others,others,top1000tr
28466,,top30tr,others,,
28467,,others,top1000tr,,top30tr
28468,,top1000tr,,others,
28469,,top30tr,top1000tr,others,
28471,,top1000tr,top1000tr,,top1000tr
28472,,,top1000tr,,
28473,,top1000tr,,others,
28475,,top1000tr,top1000tr,top30tr,
28476,,others,top1000tr,,
28477,,others,,,
28479,,top30tr,others,,
28480,,top1000tr,,,
28481,others,others,others,others,
28482,,top1000tr,,,
28483,,top1000tr,top1000tr,top30tr,
28484,,top1000tr,,,
28485,,top1000tr,,,
28486,,top1000tr,,,
28487,,others,top1000tr,,top30tr
28488,,others,others,,
28489,,top1000tr,,,
28490,,,,top1000tr,
28491,,others,top1000tr,,
28492,,top1000tr,top1000tr,,
28493,,top1000tr,,top1000tr,
28494,,top30tr,,top30tr,
28495,,top1000tr,,,
28496,,top30tr,top1000tr,,
28497,,top1000tr,,,
28499,,top1000tr,,,
28500,top30tr,top1000tr,top1000tr,,
28501,,top1000tr,,,
28503,,top1000tr,,top1000tr,
28504,,top1000tr,top1000tr,,
28505,others,top1000tr,,,
28507,,,,top1000tr,
28508,,top1000tr,,,
28509,,top30tr,others,others,
28510,,top30tr,top1000tr,,
28511,,top1000tr,,,
28512,,top1000tr,,,
28513,,top30tr,,top30tr,
28514,,top1000tr,top1000tr,,
28515,,top1000tr,top1000tr,,
28516,,top1000tr,top1000tr,,
28517,,top30tr,top1000tr,,
28518,,top1000tr,,,
28519,,top1000tr,,,
28520,,top1000tr,,,
28521,,top30tr,top1000tr,,
28522,,,top1000tr,,
28523,,,top1000tr,,
28524,,,,top1000tr,
28525,,top1000tr,,others,
28526,,others,top1000tr,,
28527,,top30tr,top1000tr,others,
28528,,others,top1000tr,,
28529,,top30tr,top1000tr,,
28530,,,top1000tr,,top1000tr
28531,,others,,,
28532,,top1000tr,others,top30tr,
28534,,,,top1000tr,
28535,,top30tr,top1000tr,,
28536,,top1000tr,,,
28537,,top1000tr,,,
28538,,others,,,
28539,,top1000tr,top1000tr,,
28540,,,,top1000tr,
28541,,top1000tr,,,
28542,,top1000tr,others,others,
28543,,top1000tr,,,
28544,,top1000tr,,,
28545,,top1000tr,top1000tr,,
28546,,top1000tr,,,
28547,,top1000tr,,,
28548,,top50tr,top1000tr,,top50tr
28549,,top1000tr,,,
28551,,top1000tr,,,
28552,,others,,top1000tr,
28553,,top1000tr,,,
28554,,top1000tr,,,
28555,,,top1000tr,,
28556,,others,top1000tr,,
28557,,top1000tr,top30tr,,
28558,,top1000tr,,,
28559,,top1000tr,top1000tr,,
28560,,top1000tr,,others,
28561,,top1000tr,,,
28562,,top1000tr,,,
28563,,top1000tr,top1000tr,others,
28564,,top1000tr,top1000tr,,
28565,,top1000tr,,,
28566,,top1000tr,top1000tr,,
28568,,top1000tr,top1000tr,,
28569,,,top1000tr,top1000tr,
28570,,top1000tr,,,
28572,,top1000tr,,,
28573,,others,,,
28574,,top1000tr,,,
28575,,top1000tr,,others,
28576,,top1000tr,,,
28577,,top1000tr,,,
28578,,top1000tr,,others,
28579,,others,top1000tr,others,
28580,,top1000tr,top1000tr,,
28581,,top1000tr,top1000tr,,
28582,,,top1000tr,,
28583,,top1000tr,,,
28584,,top1000tr,,,
28585,,others,top1000tr,,
28586,,top1000tr,,,
28587,,,,top1000tr,
28588,,others,top1000tr,,
28589,,,,top1000tr,
28590,,top1000tr,top1000tr,,
28591,,top1000tr,,,
28592,,top1000tr,,others,
28593,,,,others,
28594,,others,,,
28595,,top1000tr,top1000tr,top1000tr,
28596,,top1000tr,,,
28597,,top1000tr,,top30tr,
28599,,top1000tr,,,
28600,,top1000tr,,,
28601,,top1000tr,top1000tr,,
28602,,top1000tr,,,
28603,,,,top1000tr,
28604,,top30tr,others,,
28605,,top1000tr,,,
28606,,top1000tr,,,
28607,,top1000tr,top1000tr,,
28608,,top1000tr,,,
28609,,top30tr,top1000tr,,
28610,,top1000tr,,,
28612,,top30tr,top1000tr,top30tr,
28613,,others,top1000tr,top30tr,
28614,,,,top30tr,
28615,,top30tr,top1000tr,,
28616,,top1000tr,,others,
28617,,top1000tr,top1000tr,,
28618,others,others,,,
28619,,,,top1000tr,
28620,,top1000tr,top30tr,,top30tr
28621,,top30tr,,,
28622,,top1000tr,top1000tr,,top30tr
28623,,top30tr,top1000tr,,
28624,,top1000tr,,,
28625,,top1000tr,,others,
28626,,top1000tr,,,
28627,,top1000tr,top1000tr,,
28628,,,top30tr,,
28629,,top1000tr,,others,
28630,,top1000tr,,top30tr,
28631,,others,top1000tr,,
28632,,top1000tr,,,
28633,,,top1000tr,top30tr,
28634,,top1000tr,top1000tr,,
28635,,top1000tr,top1000tr,,
28636,,top1000tr,others,top30tr,
28637,,top30tr,top1000tr,,top1000tr
28639,top30tr,others,,,
28640,,top1000tr,,others,
28641,,top1000tr,,,
28642,,,top1000tr,,
28643,,top1000tr,,top1000tr,
28644,,,top1000tr,,
28645,,top1000tr,,,
28646,,top50tr,top1000tr,,
28647,,top1000tr,,,
28648,,top30tr,top1000tr,,top1000tr
28649,,top1000tr,,,
28650,,,,top1000tr,
28651,,top1000tr,,,
28652,,,others,,
28653,,top1000tr,,,
28654,,top1000tr,,,
28655,,top1000tr,,,
28656,,top1000tr,top1000tr,,
28657,,top30tr,top1000tr,,
28658,,top1000tr,,,
28659,,top1000tr,top50tr,,
28660,,top30tr,top1000tr,top30tr,
28662,,top1000tr,,,
28663,,top30tr,,,
28664,,top1000tr,top1000tr,,
28665,,top1000tr,,,
28667,,top1000tr,,,
28668,,top1000tr,top1000tr,,
28669,,top1000tr,,,
28670,,top1000tr,,top1000tr,
28672,,,top1000tr,,
28673,,,,top1000tr,
28674,,top1000tr,,,
28675,,top1000tr,,,
28676,,others,top1000tr,,
28677,,,top50tr,,
28678,,top1000tr,,,
28680,,top1000tr,,,
28681,,top1000tr,top1000tr,,
28683,,others,,top1000tr,
28684,,,,top1000tr,
28686,,top1000tr,,,
28687,,top30tr,top1000tr,others,
28688,,top1000tr,top1000tr,,
28689,,top1000tr,,,
28690,,top1000tr,,,
28691,top30tr,top1000tr,others,,
28692,,top1000tr,,,
28693,,,,top1000tr,
28694,,top1000tr,others,others,
28695,,top1000tr,,,
28696,,top1000tr,,top1000tr,
28697,,others,top1000tr,top30tr,
28699,,,top1000tr,,
28700,,top1000tr,others,others,
28701,,top1000tr,,,
28702,,top1000tr,,,
28703,,top1000tr,top30tr,,top30tr
28706,,top1000tr,others,,
28707,,top1000tr,top1000tr,,
28708,,top1000tr,others,,
28710,,others,top1000tr,,top1000tr
28711,,,,top1000tr,
28712,,top1000tr,top1000tr,,top1000tr
28713,,top1000tr,top1000tr,,
28714,,top1000tr,top1000tr,,
28715,,top1000tr,,others,
28717,,top1000tr,others,,
28718,,top30tr,top1000tr,others,top30tr
28722,,top1000tr,top1000tr,,
28723,,top30tr,top1000tr,,
28725,,others,,,
28726,,top1000tr,,,
28727,,top1000tr,top30tr,,others
28728,,top1000tr,others,top30tr,
28729,,top1000tr,,,
28730,,top1000tr,,top1000tr,
28731,,,,top1000tr,
28732,,top1000tr,,top30tr,
28733,,top1000tr,top1000tr,,
28735,,top1000tr,,top30tr,
28736,,,top1000tr,,
28737,,others,,,
28738,,top1000tr,top1000tr,,
28739,,top1000tr,,,
28740,,top1000tr,,,
28741,,top1000tr,,,
28742,,,top1000tr,,
28743,,top1000tr,top1000tr,top30tr,
28744,,top30tr,top1000tr,,
28745,,others,top30tr,,
28746,,top1000tr,,,
28747,,top1000tr,top1000tr,,
28748,top30tr,top30tr,top1000tr,,others
28750,,top1000tr,top1000tr,,top1000tr
28751,,top30tr,others,top30tr,top1000tr
28752,,top1000tr,top1000tr,,
28753,,top1000tr,top1000tr,,top1000tr
28754,,top1000tr,top1000tr,,
28755,,top1000tr,top30tr,,
28756,,top1000tr,top50tr,,
28757,,top1000tr,,top30tr,
28758,,,,top1000tr,
28759,,top1000tr,top1000tr,,
28760,,top1000tr,top1000tr,others,
28761,,top1000tr,others,,
28762,,top1000tr,top1000tr,,
28763,,top1000tr,,,
28764,,top1000tr,,,
28765,,top1000tr,,,
28766,,top1000tr,top1000tr,others,
28767,,top1000tr,,,
28768,,top1000tr,,,
28769,,others,top1000tr,,
28770,,others,,,
28771,,top1000tr,,others,
28772,,top1000tr,,,
28774,,others,,top1000tr,
28775,,top1000tr,,,
28776,others,others,,,
28777,,top1000tr,,,
28778,,top1000tr,,,
28780,,top1000tr,,,
28781,,,,top1000tr,
28782,,top1000tr,top1000tr,,
28783,,top1000tr,top1000tr,,top1000tr
28784,,top30tr,top1000tr,,
28785,,top1000tr,,,
28786,,top1000tr,,,
28788,,top1000tr,,,
28789,,top1000tr,others,,
28790,,top1000tr,,,
28792,,top1000tr,top1000tr,top30tr,
28793,,top1000tr,,others,
28794,,top1000tr,,,
28795,,,,top1000tr,
28796,,,top1000tr,top1000tr,
28797,,,,top1000tr,
28798,top30tr,top1000tr,,,
28799,,top1000tr,top1000tr,top30tr,top1000tr
28800,,top1000tr,,,
28801,,top30tr,top1000tr,,
28802,,,top1000tr,others,
28803,,,,others,
28805,,top1000tr,,,
28806,,top1000tr,,top1000tr,
28807,,top1000tr,,others,
28809,,top1000tr,,others,
28811,,,top50tr,,
28812,,top1000tr,,,
28813,,top1000tr,,,
28814,,top30tr,,top30tr,
28815,,,,top1000tr,
28816,,,,top1000tr,
28818,,top1000tr,,,
28819,,,,top1000tr,
28820,,top1000tr,,,
28821,,top1000tr,others,others,
28822,top30tr,top1000tr,others,,
28824,,top1000tr,top30tr,,top30tr
28825,,top1000tr,others,others,
28827,,top30tr,top50tr,top1000tr,
28828,,top1000tr,,,
28835,,top1000tr,,,
28836,,top1000tr,,others,
28837,,,,top1000tr,
28839,,top1000tr,top1000tr,,
28841,,top1000tr,top1000tr,,
28842,,top1000tr,top1000tr,,
28844,,top1000tr,,,
28846,,top1000tr,,,
28847,,top30tr,top1000tr,,
28848,,others,,,
28849,top30tr,top1000tr,others,,
28850,,top1000tr,top1000tr,,
28851,,top30tr,,top30tr,
28853,,top1000tr,,,
28854,,top1000tr,,,
28855,,,,top1000tr,
28856,,,,top1000tr,
28857,,,top50tr,,
28859,,,top1000tr,top1000tr,
28861,,top1000tr,top1000tr,,
28862,,top1000tr,top1000tr,top30tr,top1000tr
28864,,top1000tr,,,
28865,,top1000tr,,others,
28866,,top1000tr,others,others,
28867,,top1000tr,top1000tr,others,
28868,,others,top1000tr,top30tr,
28869,,top30tr,top50tr,top1000tr,
28870,top30tr,top1000tr,others,,
28871,,top1000tr,top1000tr,others,
28872,top30tr,top1000tr,others,,
28873,,top30tr,top50tr,top1000tr,
28874,,top1000tr,top30tr,,top30tr
28875,,top1000tr,,,
28876,,others,top1000tr,top30tr,
28877,,top1000tr,,others,
28878,,top1000tr,,others,
28879,,top1000tr,top1000tr,,
28881,,top1000tr,,,
28882,,,,top1000tr,
28883,,top1000tr,,,
28885,,top50tr,top1000tr,,
28886,,top1000tr,top1000tr,,
28887,,,top1000tr,top30tr,
28888,,top1000tr,,,
28889,,top1000tr,,,
28890,,others,others,,
28891,,top1000tr,,,
28892,,top1000tr,,,
28893,,top1000tr,,,
28894,,top30tr,top1000tr,,
28895,,,,top1000tr,
28896,,top30tr,top1000tr,,
28897,,top1000tr,,,
28898,,others,top1000tr,,
28899,,top1000tr,,others,
28900,,top30tr,top1000tr,,
28902,,top1000tr,,,
28903,,top1000tr,,,
28904,,top30tr,,,
28905,,top1000tr,,,
28906,,top1000tr,,,
28908,,top1000tr,,others,
28909,,top1000tr,others,others,
28910,,top1000tr,top1000tr,others,
28911,,top1000tr,,,
28912,,top1000tr,,,
28913,,top1000tr,,,
28914,,top1000tr,,others,
28915,,top1000tr,top1000tr,,
28916,,top1000tr,,,
28917,,top1000tr,,,
28918,,top30tr,others,top30tr,
28919,,top1000tr,,,
28920,,top1000tr,,,
28921,,top1000tr,,,
28923,,top30tr,top1000tr,,
28925,,top1000tr,,,
28926,,top1000tr,,top30tr,
28927,,,,top1000tr,
28928,,,top1000tr,,
28929,,top1000tr,,,
28930,,top30tr,top1000tr,,
28931,,top1000tr,,,
28932,,top1000tr,,,
28933,,top1000tr,,top30tr,
28934,,others,,top30tr,
28935,,top1000tr,top1000tr,,
28936,,top1000tr,top1000tr,,
28937,,top1000tr,,,
28938,,,top30tr,,
28939,,top1000tr,,others,
28940,,top1000tr,,,
28941,,top1000tr,top1000tr,,
28942,,top1000tr,,,
28943,,top1000tr,,,
28944,,top1000tr,,,
28945,,top1000tr,,,
28946,,top1000tr,others,others,others
28947,,,top1000tr,,
28948,,top1000tr,,,
28949,,top1000tr,,top30tr,
28950,,top1000tr,,,
28952,,top1000tr,,,
28953,,top30tr,top1000tr,,
28955,,,,top1000tr,
28956,,top50tr,top1000tr,,
28957,,top1000tr,others,,
28958,,top1000tr,top1000tr,,
28959,,top30tr,top1000tr,,
28960,,others,top30tr,,
28961,,top30tr,top1000tr,,
28962,,top30tr,top1000tr,,
28963,,others,others,,
28964,,others,top1000tr,others,
28965,,top1000tr,top1000tr,,
28966,,top1000tr,top1000tr,,
28967,,top30tr,top1000tr,,
28968,,top30tr,top1000tr,,
28969,,top1000tr,,,
28970,,others,,,
28971,,top1000tr,,,
28973,,top1000tr,top1000tr,others,
28977,,top1000tr,,,
28978,,top30tr,top1000tr,,
28980,,top1000tr,,,
28981,,top1000tr,,,
28982,,top1000tr,top1000tr,,
28983,,top1000tr,,,
28984,,top1000tr,top1000tr,top30tr,
28985,,top1000tr,,,
28986,,top1000tr,,,
28987,,top30tr,top1000tr,,
28988,,others,top1000tr,,
28989,,,,top1000tr,
28990,,,top1000tr,,
28992,,top1000tr,,others,
28993,,top1000tr,,,
28994,,top1000tr,,,
28995,,others,top1000tr,,
28996,,top1000tr,,,
28997,,top1000tr,,,
28998,,top1000tr,,others,
28999,,top1000tr,,,
29000,,,,top1000tr,
29001,,others,,,
29002,,top1000tr,,,
29003,,top1000tr,top1000tr,,
29004,,,,top1000tr,
29007,,top1000tr,,,
29008,,top1000tr,,,
29009,,top30tr,top1000tr,,top1000tr
29011,,top1000tr,others,top30tr,
29012,,top1000tr,,,
29013,,top1000tr,others,,top1000tr
29015,,top1000tr,top1000tr,others,
29016,,top1000tr,,,
29017,,top1000tr,,others,
29018,,top30tr,top1000tr,others,
29019,,top1000tr,,top1000tr,
29020,,,top1000tr,,
29022,,top1000tr,,,
29023,,others,top1000tr,,top1000tr
29024,,top30tr,top1000tr,,top30tr
29025,,top1000tr,,top1000tr,
29026,,top30tr,,,
29027,,top1000tr,,others,
29028,,,,top1000tr,
29029,,top30tr,top1000tr,,
29030,,others,top1000tr,,
29031,,top30tr,others,,
29032,,top1000tr,,,
29034,,top1000tr,,,
29035,,top1000tr,top1000tr,,
29036,,top1000tr,,top30tr,
29038,,top1000tr,top1000tr,,top1000tr
29039,,top1000tr,top1000tr,,
29040,,top50tr,,,
29041,,top1000tr,,,
29042,,top1000tr,,others,
29043,,,,top1000tr,
29045,top30tr,others,top1000tr,,
29046,top1000tr,top1000tr,top30tr,,
29047,,others,,,
29049,,top1000tr,top1000tr,,
29050,,,,top1000tr,
29051,,top1000tr,,,
29052,,top1000tr,,,
29053,,top1000tr,top1000tr,,
29054,,top1000tr,top30tr,,
29055,,top1000tr,others,top30tr,
29056,,top1000tr,,top30tr,
29057,,top1000tr,,top30tr,
29058,,top1000tr,,,
29060,,top1000tr,top1000tr,,
29061,,top1000tr,,,
29062,top1000tr,others,,,
29063,,top1000tr,,,
29064,,others,top1000tr,,
29065,,top50tr,,top1000tr,
29066,,top1000tr,,,
29067,,top50tr,top1000tr,,
29068,,top1000tr,top30tr,,
29069,,others,,others,
29070,,others,top1000tr,,
29072,,,top1000tr,,
29073,,others,top1000tr,others,
29074,,top1000tr,top30tr,,top30tr
29075,,top30tr,top1000tr,,
29076,,top1000tr,,,
29077,,top1000tr,top1000tr,,top1000tr
29079,,,top1000tr,top1000tr,
29080,,top30tr,top30tr,others,
29081,,top1000tr,,,
29082,,top1000tr,top1000tr,,
29083,,others,top1000tr,,
29084,,top30tr,top1000tr,others,top50tr
29085,,top1000tr,,,
29086,,top1000tr,,,
29087,,top1000tr,,,
29088,,top1000tr,top1000tr,others,
29089,,top1000tr,,,
29090,,,,top1000tr,
29091,,,top1000tr,top30tr,
29092,,top1000tr,,top1000tr,
29093,,top1000tr,top1000tr,,
29094,,others,others,top1000tr,top1000tr
29095,,top1000tr,top30tr,,
29096,,top1000tr,,,
29097,,top1000tr,,,
29098,,,top1000tr,,
29099,,top30tr,top1000tr,,
29100,,top1000tr,,,
29101,,top1000tr,,,
29102,,,,top1000tr,
29104,,top30tr,top1000tr,,
29105,,top1000tr,,,
29106,,top1000tr,,top1000tr,
29107,,top1000tr,others,,
29109,,others,,,
29110,,top1000tr,,,
29111,,top1000tr,top1000tr,,
29112,,top1000tr,,,
29113,,top1000tr,,,
29114,,top1000tr,,,
29115,,others,others,,
29116,,top1000tr,top1000tr,,
29117,,top30tr,top1000tr,,
29118,,top1000tr,,,
29119,,top1000tr,,others,
29120,,top1000tr,top1000tr,,
29122,,top1000tr,,,
29124,,others,top1000tr,,
29125,,top1000tr,,others,
29126,,top1000tr,top1000tr,,
29127,,,,top1000tr,
29132,,top1000tr,others,others,others
29133,,top1000tr,others,,top1000tr
29134,,top30tr,top1000tr,others,
29135,,others,top1000tr,,
29136,,top1000tr,others,top30tr,
29137,,others,,top30tr,
29138,,top1000tr,,others,
29139,,top1000tr,,top30tr,
29140,,top1000tr,,,
29141,,others,top1000tr,,top1000tr
29142,,top30tr,,,
29143,,,,top1000tr,
29146,,top30tr,top1000tr,,top30tr
29147,,top1000tr,top1000tr,others,others
29148,,top1000tr,,,
29149,,top1000tr,,,
29150,,top1000tr,,,
29151,,,,top30tr,
29152,,,,top1000tr,
29153,,,,top1000tr,
29155,,,,others,
29156,,top30tr,top1000tr,,
29157,,top1000tr,top30tr,,
29159,,top1000tr,,,
29160,,top1000tr,,top1000tr,
29161,,,,top1000tr,
29162,,top1000tr,,,
29163,,top1000tr,,,
29165,,top30tr,top1000tr,,
29166,,top1000tr,,,
29169,,top1000tr,top1000tr,,
29170,,,,top1000tr,
29172,,top30tr,others,,
29175,,top1000tr,top1000tr,,
29176,,,,others,
29177,,,,top1000tr,
29179,,top30tr,top1000tr,,
29181,,top1000tr,others,,
29182,,top50tr,,,
29183,,top1000tr,top1000tr,others,others
29184,,top1000tr,others,,
29185,,others,others,,
29186,,top1000tr,top1000tr,others,others
29187,,top1000tr,,,
29188,,top1000tr,,others,
29189,,top1000tr,,,
29190,,top50tr,,,
29191,,top1000tr,top1000tr,,
29192,,top1000tr,others,top30tr,
29193,,others,,top30tr,
29194,,top1000tr,top1000tr,,
29195,,top1000tr,top1000tr,,
29196,,others,top1000tr,others,
29197,,top30tr,,top30tr,
29198,,others,top1000tr,,
29200,,top1000tr,,,
29201,,top1000tr,,,
29202,,top1000tr,,,
29203,,,top1000tr,,
29204,,,,top1000tr,
29205,,top1000tr,top1000tr,,top1000tr
29206,top30tr,top1000tr,,,
29207,,others,,,
29209,,top1000tr,,,
29210,,top1000tr,,,
29211,,,,top1000tr,
29212,,top1000tr,,,
29213,,others,top1000tr,,
29214,,others,,,
29215,,top1000tr,top1000tr,,
29216,,top1000tr,top1000tr,,others
29217,,others,others,,
29218,,top1000tr,others,top30tr,
29219,,,others,,
29220,,,,top1000tr,
29221,,top1000tr,,,
29222,,others,top1000tr,,top1000tr
29224,,,,top1000tr,
29225,,top1000tr,top1000tr,,others
29226,,top1000tr,top1000tr,,
29227,,others,top1000tr,,
29228,,top1000tr,,,
29229,,top1000tr,top30tr,,top30tr
29230,,,,top1000tr,
29231,,top30tr,top1000tr,,
29232,,top1000tr,others,,
29233,,top1000tr,,,
29234,,others,top1000tr,,
29235,,top30tr,top1000tr,others,
29237,,top1000tr,top1000tr,top50tr,
29238,,,,top1000tr,
29239,,,,top1000tr,
29240,,top1000tr,top1000tr,,
29241,,top30tr,top1000tr,,
29242,,top1000tr,,,
29243,,top1000tr,,,
29244,,others,top1000tr,,
29246,,top1000tr,,others,
29247,,top1000tr,,,
29248,,others,top1000tr,,
29249,,top1000tr,,,
29250,,top1000tr,,top30tr,
29251,,top1000tr,top1000tr,,
29252,,,top1000tr,others,
29253,,,others,,
29254,,,,top1000tr,
29256,,,,top1000tr,
29257,,top1000tr,,,
29259,top30tr,top1000tr,others,,
29261,,top1000tr,,,
29262,,top1000tr,,,
29263,,top1000tr,,,
29264,,top30tr,top1000tr,,
29265,,top1000tr,,,
29267,,,top1000tr,top1000tr,
29268,,top1000tr,,,
29269,,top1000tr,,others,
29272,,top1000tr,,,
29273,,,top1000tr,others,top1000tr
29274,,top1000tr,,,
29275,,others,top1000tr,,
29276,,top30tr,top1000tr,,
29277,,top1000tr,top1000tr,,top30tr
29278,,top1000tr,top30tr,top30tr,
29279,,top1000tr,others,,
29280,,top1000tr,top1000tr,,
29281,,top1000tr,top1000tr,,
29282,,top1000tr,top1000tr,,
29284,,top30tr,top1000tr,top30tr,
29285,,top1000tr,,,
29286,,top1000tr,top1000tr,,
29287,,top50tr,top1000tr,,
29288,,top1000tr,,,
29289,,top1000tr,,top30tr,
29290,,,top1000tr,,
29291,,top1000tr,,,
29292,,top1000tr,,,
29293,,top1000tr,,,
29294,,top1000tr,,,
29295,,top1000tr,,,
29296,,top1000tr,,,
29297,,top30tr,top1000tr,,
29298,,,top1000tr,top30tr,
29299,,,,top1000tr,
29300,,top1000tr,,top1000tr,
29301,,top30tr,top1000tr,top30tr,
29302,,top1000tr,,,
29304,,top30tr,,,
29305,,top1000tr,,,
29306,,top1000tr,top50tr,,
29308,top1000tr,top1000tr,top1000tr,top30tr,
29309,top1000tr,top1000tr,,,
29310,,top1000tr,,,
29311,,top1000tr,,,
29312,,top1000tr,top1000tr,,
29313,,top1000tr,,,
29314,,top1000tr,,,
29315,,others,top30tr,,
29316,,top1000tr,,others,
29317,,top1000tr,top1000tr,,
29318,,top1000tr,top1000tr,,
29319,,top1000tr,,,
29320,,top1000tr,top1000tr,,
29322,,top1000tr,,,
29323,,top30tr,top1000tr,,
29324,,top1000tr,,,
29325,,top1000tr,,,
29326,,,top1000tr,,
29327,,top1000tr,top1000tr,,
29328,,top1000tr,,,
29329,,,top30tr,,
29330,,top30tr,top1000tr,,
29331,,top1000tr,,,
29332,,others,top1000tr,top50tr,
29333,,others,top1000tr,,
29334,,others,,,top1000tr
29335,,top1000tr,,,
29336,,top1000tr,top1000tr,,
29337,,top1000tr,,top1000tr,
29338,,top1000tr,,,
29339,,top1000tr,top1000tr,,
29340,,top1000tr,top1000tr,,
29341,,top1000tr,,,
29343,,top30tr,top1000tr,,
29344,,top1000tr,top1000tr,top30tr,top1000tr
29345,,top30tr,top30tr,,
29346,,top1000tr,,,
29348,,top1000tr,top1000tr,top30tr,
29349,,top30tr,top1000tr,,
29350,,top30tr,top1000tr,,
29351,,top30tr,top1000tr,,
29353,,top30tr,top1000tr,,top30tr
29354,,others,top1000tr,,
29355,,top1000tr,top1000tr,,
29356,,top1000tr,,,
29357,,top1000tr,top1000tr,others,
29358,,top30tr,top1000tr,,top1000tr
29359,,others,top30tr,others,
29360,,top1000tr,others,,
29361,,top1000tr,,,
29363,,top1000tr,,,
29365,,top30tr,top1000tr,,
29366,,top30tr,top1000tr,,
29367,,others,top1000tr,,
29368,,top1000tr,others,others,
29369,,top1000tr,,,
29370,,others,others,,
29371,top30tr,top1000tr,,,
29372,,others,,top1000tr,
29374,,top1000tr,top1000tr,top30tr,
29376,,top1000tr,,,
29377,,top1000tr,,,
29378,,top1000tr,top1000tr,,
29379,,top1000tr,others,others,
29380,,others,top1000tr,,
29382,,others,top1000tr,top30tr,
29383,,,,top30tr,
29384,,top30tr,top1000tr,,
29385,,top1000tr,top1000tr,,
29387,,,,others,
29388,,top1000tr,top1000tr,,
29389,,others,,,
29390,,top30tr,,top1000tr,
29391,,top1000tr,top1000tr,,
29392,,top1000tr,,,
29393,,top30tr,top1000tr,,
29394,,top30tr,top1000tr,,
29395,,top1000tr,,,
29396,,top1000tr,,top1000tr,
29397,,top1000tr,top1000tr,top1000tr,top1000tr
29398,,top1000tr,,,
29399,,top1000tr,,,
29400,,top30tr,top1000tr,top30tr,
29401,,top1000tr,,,
29402,,,top1000tr,,top1000tr
29403,,top1000tr,,top1000tr,
29404,,top1000tr,,others,
29405,,top30tr,top1000tr,,
29406,,top1000tr,top1000tr,,
29407,,top1000tr,,,
29408,,top1000tr,,,
29412,,top1000tr,top1000tr,,
29413,,top1000tr,,,
29414,,top1000tr,,,
29415,,top1000tr,,,
29416,,top30tr,top1000tr,,
29418,,top1000tr,top1000tr,,
29419,,top1000tr,top1000tr,,
29420,,top1000tr,,top30tr,
29421,,top1000tr,,top30tr,
29422,,top1000tr,top1000tr,,
29423,,top1000tr,others,,
29424,,top1000tr,,,
29425,,top1000tr,,top30tr,
29426,,top1000tr,,,
29427,,,top1000tr,,
29428,,top1000tr,,,
29429,,top30tr,top1000tr,,
29430,,top1000tr,top1000tr,,
29431,,,top50tr,top1000tr,
29432,,top1000tr,,,
29433,,top1000tr,,,
29434,,top1000tr,top1000tr,,
29435,,top1000tr,top1000tr,,
29436,,top1000tr,,others,
29437,top30tr,top1000tr,,others,
29438,,top1000tr,top1000tr,,top1000tr
29439,,top1000tr,,others,
29440,,top1000tr,,,
29441,,top1000tr,,,
29442,,top1000tr,,,
29443,others,top1000tr,,,
29444,,top30tr,top1000tr,,
29445,,,top1000tr,,
29446,,others,others,,top1000tr
29447,,top1000tr,,,
29448,,,,top1000tr,
29449,,top50tr,top1000tr,top50tr,
29450,,top1000tr,,,
29451,,top1000tr,,,
29452,,top1000tr,,,
29453,,top30tr,,top30tr,top1000tr
29454,,top50tr,top1000tr,others,
29455,,top1000tr,top1000tr,others,top1000tr
29456,,top1000tr,,others,
29457,,top1000tr,others,,
29458,,top1000tr,,,
29459,,top1000tr,top1000tr,,top30tr
29460,,,top1000tr,top30tr,
29461,,top1000tr,,top30tr,
29462,,top1000tr,,,
29463,,top1000tr,,,
29464,,top1000tr,,,
29465,,,others,,
29466,,,top1000tr,,
29468,,,top1000tr,,others
29469,,,,others,
29470,,top1000tr,,,
29471,,top1000tr,,,
29472,,top1000tr,top1000tr,top30tr,
29473,,top1000tr,,,
29474,,top1000tr,,,
29475,,,,top30tr,top1000tr
29476,,top1000tr,,,
29477,,top1000tr,top1000tr,,
29478,,top30tr,top1000tr,top50tr,
29479,top1000tr,top1000tr,,,
29480,,top30tr,top1000tr,,
